ID;Date;Région;Nombre de trains programmés;Nombre de trains ayant circulé;Nombre de trains annulés;Nombre de trains en retard à l'arrivée;Taux de régularité;Nombre de trains à l'heure pour un train en retard à l'arrivée;Commentaires
TER_1;2018-11;Grand Est;44494;43801;693;2726;93.8;15.1;"Une amélioration sensible de notre régularité, en ce mois  d'adhérence dégradé, nous permettant tout de même de nous classer 1er TER de France en novembre.
Des dérangement d'infrastructures  et des impacts travaux entre Reims-Laon s'ajoutent aux nombreux heurts de gibiers impactant  notre production.
Signalons également une tension  sur notre parc matériel due aux heurts précédemment cités ainsi qu'à des immobilisations  de trains pour reprofilage d'essieux suite au phénomène de patinage /enrayage conséquence de la présence de feuilles mortes sur nos voies."
TER_2;2018-11;Aquitaine;16671;16448;223;1758;89.3;8.4;"Le mois de novembre est tout en contraste avec un taux de suppression très bas mais une régularité qui décrante fortement sur la deuxième partie du mois. Nos cumuls annuels régularité et suppression présentent des résultats au dessus de l'objectif, c'est à noter car nous ne sommes que 2 régions à France à pouvoir y prétendre.

Dans la lignée de la rentrée très robuste, les suppressions continuent dans leur bonne dynamique (1,4%), qui s’explique à nouveau par les performances combinées des 3 familles de causes, et notamment l'Externe, malgré la saison à intempérie. Notons que durant plusieurs semaines nous avons été la région de France qui supprimait le moins de TER.

Avec une régularité à 89,2%, novembre 2018 avait pourtant bien commencé mais s'effondre sur la 2ème quinzaine, notamment en Poitou-Charentes :
- La part TER se maintient à l'objectif (3,3%). Le métier Escale reste pénalisé par les fortes affluences. La gestion opérationnelle quant à elle est perturbée par les multiples adhérences dégradées.
- Réseau signe un mois compliqué à 3,5% avec des LTV inopinées ou non intégrées dans les marches à la Grave d'Ambares, à Oloron Ste Marie, Sireuil et à Pisany
- La part Externe à 3,3% se dégrade fortement sous l'effet des adhrences dégradées habituelles à l'automne et au début du givre"
TER_3;2018-11;Auvergne-Rhône Alpes;31902;31345;557;4576;85.4;5.8;"Le plus mauvais mois après octobre 2018. Par rapport à 2017, baisse de 3 points des résultats en points mais avec beaucoup moins d'occurrences et de minutes perdues. Une augmentation de tous les motifs en particulier TER avec de nombreux problèmes liés à la disponibilité du matériel (compositions réduites engendrant des difficultés de prise en charge clients ) et aux soin Matériel (24/11 : Estressin demande de secours : 18 suppressions, 30 TER, 1479 mn) ; côté GIU  de nombreux dérangements des installations de sécurité (6/11 Ambérieu : panne alimentation éléctrique : 3 SUPP, 40 TER, 1068 mn ; La Verpillère Raté Ouverture PN : 4 SUPP, 37 TER, 789 mn ; 20/11 Grenoble dérangement Installations : 10 SUPP, 29 TER, 613 mn ; 19/11 Crépieu dérangement IS : 2 SUPP, 35 TER, 604 mn) . Les motifs Externe sont au plus haut niveau à cause des conditions climatiques, accidents de personnes et heurts sur les voies ou aux PN (23/11 heurt d'un TER à Sibelin : 2 SUPP, 51 TER, 1307 mn perdues; 26/11 St Quentin Fallavier : heurt d'un TGV avec un sanglier : 16 SUPP, 81 TER, 2850 mn ; 27/11 accident de personne à St Egrève : 7 SUPP, 18 TER, 1255 mn; 26/11 La Tour du Pin : crise epilepsie à bord d'un TER : 8 SUPP, 35 TER, 1009 mn ; 28/11 Macon, voiture percute un TER : 1 SUPP, 11 TER, 910 mn)."
TER_5;2018-12;Bourgogne-Franche Comté;14487;14335;152;1007;93.0;13.2;"Le mois de Décembre connait une nette progression de la ponctualité comparé à Novembre
(+2,91%). Les suppressions augmentent (+0,15%). Les retards pour causes Externes et
Infrastructure sont en forte baisse. Les retards pour cause gestion du trafic, transporteur, gestion
gare et prise en charge voyageurs sont stables ou en légère hausse."
TER_14;2018-12;Occitanie;8069;7900;169;1279;83.8;5.2;
TER_3;2019-01;Auvergne-Rhône Alpes;32849;32514;335;3135;90.4;9.4;Un très bon mois de janvier pour l'activité TER AURA avec un résultat ponctu fin de parcours très proche de l'objectif (89,8 % pour un objectif de 90%). L'incendie de St Clair les Roches, avec ses conséquences jusqu'au 19 janvier a généré de nombreux points d'irrégularité. Les causes externes sont donc à un niveau très élevé (4,23 points). Objectif atteind sur les causes TER (3,8 points pour un objectif de 4,4) ainsi que sur toutes les lignes stratégiques ayant des objectifs contractuels avec le Conseil Régional Rhône Alpes, qui permet de dégager un bonus de plus de 300 K€.
TER_7;2019-01;Centre;11372;11206;166;937;91.6;11.0;L'année 2019 commence sous de bonnes augures. En effet, malgré les sempiternels dérangements de l'infrastructure et l'attaque de la tempête Gabriel, nous avons réalisé un mois à l'objectif. C'est très encourageant car cela démontre que tous les efforts et les aménagements opérés lors de la construction du service 2019 ont permi d'optimiser la production et d'arriver à un tel résultat.
TER_15;2019-01;Hauts de France;30267;29329;938;2737;90.7;9.7;Un mois de Janvier en nette progression par rapport au mois de janvier 2018. Le mois a principalement été marqué par les passages neigeux des 22,23 puis le 30 avec le passage de la tempête Gabriel. A noter parmi les autres faits marquants, la fermeture au public de la passerelle de croix l’allumette, le heurt de plusieurs animaux dont un sanglier à Chantilly et un chien à Libercourt et enfin le déraillement d’un train FRET à Douai.
TER_2;2019-02;Aquitaine;15747;15509;238;893;94.2;16.4;"Tout comme janvier, février 2019 restera également dans les annales comme le meilleur février depuis que les mesures Nouvelle Aquitaine existent (2016). Cette performance s’exprime tant en suppression, qu’en régularité, ou qu’en ponctualité.
Dans la lignée des derniers 6 mois très robustes, les suppressions perdurent dans leur bonne dynamique grâce aux performances notables de TER et de l’Externe
L’absence d’incidents Réseau ou Externe permet à TER de confirmer son potentiel de régularité lié au nouveau service SA2019"
TER_3;2019-02;Auvergne-Rhône Alpes;29887;29460;427;2787;90.5;9.6;Un mois de février à l'objectif NPFP 5' à 90% (+3 points par rapport à fevrier 2018). Les motifs TER également à l'objectif (3,8 points pour un objectif de 4,4 / près de 2 points de mieux qu'en fev 2018). Les causes externes sont toujours à un niveau élevé (3,3 points : intempéries, accidents de personnes, colis suspects) ainsi que les causes GIU (incident caténaire à SAG et Tonnerre / des RATO PN à SAG). L'ensemble des lignes stratégiques conventionnées avec le CRRA sont à l'objectif en PFP 5' ainsi que sur les causes maîtrisables TER ce qui permet de dégager un bonus de près de 350 K€ pour le mois (650 K€ au cumul 2019).
TER_19;2019-02;Provence Alpes Côte d'Azur;13637;13241;396;1567;88.2;7.4;La production des deux premières semaines de février a été rendue difficile par de nombreux incidents externes. La circulations de nos trains a également eté impactée par les limitations de vitesses tout au long du mois de février. Malgré cela, nos résultats s'améliorent en fin de mois.
TER_3;2019-03;Auvergne-Rhône Alpes;32375;31833;542;2740;91.4;10.6;Un excellent résultat TER pour ce mois de mars avec 90,80% PFP5' pour un objectif de 90% (90,2% au cumul 2019). La part TER à 2,97%  aussi à l'objectif malgré un niveau toujours élevé côté Matériel (0,94 points). 4 lignes stratégiques sur 6 sont au dessus de l'objectif (Lyon St Etienne, Lyon Clermont, Lyon Chambéry et Lyon Genève). La part Externe est toujours importante (3,25 points) et de nombreux incidents impactants : 1/3 Grenoble enfants sur les voies (13SUPP/38TER/1175mn) - 6/3 SAG incendie aux abords des voies (4 SUPP/14TER/1185mn) - 8/3 Aix les Bains cailloux sur la voie (37TER/1125mn) - 12/3 Gières TER heurte une barrière PN (12SUPP/16TER/1251mn). La part GIU passe au dessus de 2 points : 5/3 Beaucroissant cable coupé suite travaux (25SUPP/45TER/749mn) - 15/3 Couzon dérangement IS (4SUPP/41TER/841mn). La part autres EF passe la barre des 1 point : 22/3 Villefranche incendie à bord d'un FRET (14SUPP/52TER/1511mn)
TER_3;2019-05;Auvergne-Rhône Alpes;31213;30725;488;2240;92.7;12.7;Le meilleur résultats pour l'année 2019 avec 91,9% NPFP5' et H00 à 86,2%. La part TER à 2,7 points est la plus faible depuis début 2019, toutes les lignes stratégiques à l'objectif (sauf Lyon St Etienne).
TER_6;2019-05;Bretagne;9005;8918;87;267;97.0;32.4;
TER_7;2019-05;Centre;10828;10736;92;559;94.8;18.2;Comme annoncé le mois précédent, Mai est le mois des records. Une ponctualité fin de parcours jusque lors encore inégalée, un taux de non-respect de l'offre extrèmement bas. Seules quelques petites perturbation sont venues entâcher la production. Nous pouvons donc nous féliciter d'avoir oeuvré pour péréniser un service robuste qui nous permet d'arriver à un taux de ponctualité proche des 95%.
TER_15;2019-05;Hauts de France;28233;27864;369;2232;92.0;11.5;Des résultats encourageants ce mois-ci, en nette progression comparativement au mois de mai 2018. Une disponibilité du matériel parfois difficile et plus particulièrement sur les engins moteurs tractant les ex rames Intercité avec d’importantes réparations sur les moteurs notamment. Les causes externes sont très nettement marquées par les accidents de personnes au nombre de 7, à noter également une augmentation des signalements de colis et bagages abandonnés. Les bris de barrières aux passages à niveau sont quant à eux en nette diminution. Un incendie à la Sous-Station d’alimentation de la caténaire de Petit Thérain a fortement désorganisé le plan de transport le 24 du mois.
TER_16;2019-05;Pays de la Loire;12351;12184;167;602;95.1;19.2;
TER_4;2019-06;Normandie;8225;8046;179;702;91.3;10.5;
TER_14;2019-06;Occitanie;10832;10527;305;1128;89.3;8.3;
TER_1;2019-07;Grand Est;40181;39340;841;1745;95.6;21.5;
TER_3;2019-07;Auvergne-Rhône Alpes;30685;29880;805;2994;90.0;9.0;
TER_5;2019-08;Bourgogne-Franche Comté;14390;14212;178;784;94.5;17.1;
TER_4;2019-09;Normandie;8207;8134;73;434;94.7;17.7;
TER_19;2019-09;Provence Alpes Côte d'Azur;13846;13476;370;1174;91.3;10.5;
TER_8;2013-01;Champagne Ardenne;6648;6595;53;334;94.9;18.7;Conditions météorologiques dégradées du 15 au 21 janvier (froid, neige et verglas).
TER_10;2013-01;Haute Normandie;5957;5878;79;488;91.7;11.0;Episodes neigeux et difficultés matériels.
TER_11;2013-01;Languedoc Roussillon;5024;4897;127;377;92.3;12.0;Chute de neige sur le littoral.
TER_16;2013-01;Pays de la Loire;10407;10195;212;713;93.0;13.3;
TER_4;2013-02;Basse Normandie;3013;2991;22;185;93.8;15.2;Nombreuses difficultés de circulation et plusieurs dérangements d'installations.
TER_6;2013-02;Bretagne;7729;7644;85;448;94.1;16.1;Quelques journées perturbées par des épisodes neigeux sur le nord Bretagne (provoquant des dérangement d'installations) et limitations temporaires de vitesse non prévues pour travaux entre Rennes et Redon (du 26 mars au 26 avril 2013).
TER_10;2013-02;Haute Normandie;5349;5301;48;211;96.0;24.1;
TER_20;2013-02;Rhône Alpes;28215;27910;305;3771;86.5;6.4;Météo difficile et intrusions.
TER_13;2013-02;Lorraine;;;;;;;Le Président de la Région Lorraine s'est opposé, par courrier du 10 juillet 2013, à ce que SNCF transmette à l'AQST les données relatives aux trains TER lorrains en retard ou annulés, au motif qu'il n'a pas ''de visibilité sur les capacités des régions à poursuivre leurs missions d'autorité organisatrice des transports régionaux''.
